id,key,summary
513196,UNBO-3050,Percy - allow the video buttons to be shown again
513146,UNBO-3049,New websites to the platform 2023
513130,UNBO-3048,Add into Akamai configuration
513129,UNBO-3047,Add to Google search console 
513128,UNBO-3046,Set up Health monitoring - (New Relic - synthetic) 
513127,UNBO-3045,Site check 
513126,UNBO-3044,Set up and test GA4 configuration
513125,UNBO-3043,Set up SSL in Akamai 
513124,UNBO-3042,Create default home page for site
513123,UNBO-3041,Set up environments (QA and Prod) for Huf
513122,UNBO-3040, Set up domain up domain name for ndonesia english site - www.unilever.co.id/en
513121,UNBO-3039,Indonesia english Site set up
513118,UNBO-3038,Terraform up the New Relic alerts
513104,UNBO-3037,Add partytown to the analytics code
513103,UNBO-3036,Scrolling off screen on modal sibling click
513083,UNBO-3035,Brand language variants don't' link in the Prev / Next links
513079,UNBO-3034,Streamline the contact us process
513078,UNBO-3033,Add into Akamai configuration for Huf
513077,UNBO-3032,Add to Google search console 
513076,UNBO-3031,Huf: Set up Health monitoring - (New Relic - synthetic)
513075,UNBO-3030,Site check
513074,UNBO-3029,Set up and test GA4 configuration
513073,UNBO-3028,Set up SSL in Akamai 
513072,UNBO-3027,Create default home page for site
513071,UNBO-3026,Set up environments (QA and Prod) for Huf
513070,UNBO-3025,Set up domain up domain name for Huf - https://www.huf.co.in/en/
513069,UNBO-3024,Huf Site set up
513055,UNBO-3023,Move configs into own package
513053,UNBO-3022,Move shared cypress code from root into it's own package
513042,UNBO-3021,A/B testing news articles
513039,UNBO-3020,Astro - QA Playbook should not be showing the 'Share this page' component
513033,UNBO-3019,HUL Performance Highlights Unpublishing
513031,UNBO-3018,Broken Links
512788,UNBO-3016,Consider adding scrollInotView inside of dataSelector()
512734,UNBO-3015,Sub site menu is linking back to the main site
512722,UNBO-3014,Look at Astro JWT Authentication
512638,UNBO-3013,Review and update DOR / DOD document
512461,UNBO-3012,Compare number of DQM sites
512460,UNBO-3011,DQM Master ticket
512295,UNBO-3010,Create presentation for metrics for Astro/Sustainability 
512046,UNBO-3009,Automation onboarding and practice
511918,UNBO-3008,refactor news signup to match new Azure patterns
511877,UNBO-3007,Review unilever.co.uk OneTrust
511854,UNBO-3006,Sprint 44 automation tasks
511615,UNBO-3005,Hard-coded English part to be changed into Resource label
511389,UNBO-3004,Skip wiop test for footer
511361,UNBO-3003,Skip to content visually missing on corporate sites
511321,UNBO-3002,Distilled sites monthly test shows that www-netlify.unilever.ru is 'cannot be reached' status
511092,UNBO-3001,Housekeeping TODOs
510957,UNBO-3000,Investigate wiop footer link test failing in CI
510918,UNBO-2999,Automation handover
510917,UNBO-2998,Astro fixes automation
510692,UNBO-2997,Review distilled sites results - 2023-10-01
510680,UNBO-2996,Update Terraform script to exclude localhost object
510423,UNBO-2995,.percy.cjs is used in both corp and web - can it be inherited?
510418,UNBO-2994,Investigate Astro Percy showing open modal without a user interaction
510311,UNBO-2993,Give Anthony Access to Calibre
510310,UNBO-2992,Fine tune Calibre app configuration to use for Astro go live (before & after stats)
510163,UNBO-2991,Add custom command for Astro modules to safely lazy load before Percy
510159,UNBO-2990,Create an Azure function to test the page weight
510106,UNBO-2989,TEMPLATE STORY
510104,UNBO-2988,TEMPLATE EPIC
510050,UNBO-2987,Sanity Access request
509698,UNBO-2986,Review for automation - (Astro) Length not matching with highcharts
509220,UNBO-2985,PoC - Configure calibre API with GitHub PR checks
509134,UNBO-2984,Validation of Promoted content is incorrect
509127,UNBO-2983,Sprint 43 automation tasks
509098,UNBO-2982,"""Exclude from feed"" tag is not removing articles from Latest News Feed "
508984,UNBO-2981,Improve TS in cypress.config files
508951,UNBO-2980,Create e2eAuthStore function for automation CMS authentication
508888,UNBO-2979,Investigate remote caching without Vercel
508885,UNBO-2978,Introduce TurboRepo to MonoRepo
508884,UNBO-2977,Replace Yarn with PNPM
508719,UNBO-2976,If a WIOP product name starts with a number it will not return anything
508679,UNBO-2975,Brand LYNX is also displaying Alberto Balsam product
508537,UNBO-2974,Duplicate search results
508519,UNBO-2973,"WIOP QA Issues | Ingredients are showing ""No Glossary"" for the Brand Product"
508487,UNBO-2972,images not appearing in press / news emails
508472,UNBO-2971,Azure Migration - Custom Form Endpoint
508469,UNBO-2970,Playbook: Create page for Footer Accreditations
508434,UNBO-2969,Reduce TS eslint-disable in automation files
508081,UNBO-2968,CLONE - Internal links and images broken on standards pages
508066,UNBO-2967,Removal of tea brands off the Canada contact us sites
508040,UNBO-2966,Investigate security attack methods on UOL forms
508035,UNBO-2965,Script to extract brands list from the contacts us form in prep for brand removal
507959,UNBO-2964,Review for automation - publish sanity
507939,UNBO-2963,Review for automation - Footer Accreditation logo
507887,UNBO-2962,Call WIOP Synchronously 
507837,UNBO-2961,HUL  - Remove Brand Filters 
507810,UNBO-2960,Review for automation - qa failures
507608,UNBO-2959,Configure New Relic post data for CMS UI tests
507599,UNBO-2958,Redesign tower promo test page
507401,UNBO-2957,Contact Form Issue
507395,UNBO-2956,Contact us form E - Mail does not allow .co.uk addresses
507300,UNBO-2955,Slow Sanity Studio
507195,UNBO-2954,Fix TS issue with /fixtures/uol-domains-test-data.json import
507148,UNBO-2953,Update logic of WIOP cache for Product 204's
507142,UNBO-2952,Audit on visuality case studies
507140,UNBO-2951,Migrate Cypress root level custom commands to new TS design
507099,UNBO-2950,Review for automation - Streamline content workflow
507055,UNBO-2949,Astro serach indexing
506932,UNBO-2948,PDF 
506931,UNBO-2947,Enable deep-linking into a specific page of a PDF
506930,UNBO-2946,Enable large PDF URLs to be the same as a small PDF URL
506929,UNBO-2945,Review the File URL structure
506912,UNBO-2944,The resource page in SEAC Stage is timing out 
506845,UNBO-2943,Sprint 42 automation tasks
506494,UNBO-2942,Create Playbook page for Profile Pages
506468,UNBO-2941,Custom command statusCodeAllSites requires redesign for dynamic password in cy.authApi
506420,UNBO-2940,Remove order field from schema 
506415,UNBO-2939,experimentalWebKitSupport=true can be reverted to false
506413,UNBO-2938,svg's not visible in light mode 
506230,UNBO-2937,Update to use astro-netlify add-on rather than custom functions
506229,UNBO-2936,Convert build scripts “src/scripts” into astro integrations
506227,UNBO-2935,Add astro serializers for every module
506226,UNBO-2934,Create astro Block Content component switcher
506225,UNBO-2933,Use Astro SEO plugin
506224,UNBO-2932,Tweak returned payload to better suit Astro pages
506223,UNBO-2931,Move ‘Pages’ components in ‘Views’ and convert to .astro files 
506222,UNBO-2930,Convert main default renderer and LayoutBase into a single astro layout
506221,UNBO-2929,Update project to handle .astro files for listing and formatting
506220,UNBO-2928,Add Astro + Astro vue
506219,UNBO-2927,Remove Vite plugin SSR
506200,UNBO-2926,Fix timeline nav automation pages with images
506136,UNBO-2925,Update sitemap for WIOP non functional test
506135,UNBO-2924,Baseline Percy for migration
506131,UNBO-2923,Add the ability to load a track file to videos
506046,UNBO-2922,Create test plan for Astro workstream
505967,UNBO-2921,leadership profile has the same person as next
505763,UNBO-2920,Investigate the need to reorder the setCookie OT for wiop qa Percy run
505758,UNBO-2919,Add in redirects
505667,UNBO-2918,Review distilled sites results - 2023-09-01
505650,UNBO-2917,Add wiop QA smoke test for themeTooltipLabel
505459,UNBO-2916,Implement session caching for CMS UI tests
505432,UNBO-2915,Include footer communication in test data json
505413,UNBO-2914,Enable tooltip for header theme in WIOP
505402,UNBO-2913,WIOP brand image is not showing on products page
505390,UNBO-2912,the WIOP language selector is incorrectly directing to wiop.unilever.si
505388,UNBO-2911,Add logging for WIOP to identify zero products / ingredients
505356,UNBO-2910,Upgrade cypress to v13.0.0
505271,UNBO-2909,P2 - News article email alert error
505213,UNBO-2908,Create Azure QA and Production accounts
504891,UNBO-2907,Astro hydration - Search indexing: solution discussion
504890,UNBO-2906,Astro hydration - Analytics
504889,UNBO-2905,Astro hydration - Main Integration
504861,UNBO-2904,Playbook: profilePromo
504754,UNBO-2903,Implement sustainability article 
504753,UNBO-2902,Implement Sustainability Notice for unilever.com
504752,UNBO-2901,Sustainable IT 2023
504748,UNBO-2900,Test the backup restore
504746,UNBO-2899,Store Sanity backup in Azure blob storage
504745,UNBO-2898,Create backup function that exports the sanity Dataset
504697,UNBO-2897,Update Gigya News Feed Endpoint
504690,UNBO-2896,Sprint 41 automation tasks
504490,UNBO-2895,Improve Honeypot captcha
504465,UNBO-2894,News feed - Themes aren't being recognised
504455,UNBO-2893,Fix int UI tests for news topic banner
504448,UNBO-2892,Update QA preview site in Verify preview sites test
504445,UNBO-2891,Update test data with new Playbook URLs
504444,UNBO-2890,Replace everywhere automation publication with https://qa-automation-netlify.unileveronline.com
504443,UNBO-2889,profilePagePromo validation/handling needed for when a page does not have a profileBlock
504319,UNBO-2888,The ingredients in WIOP seem to be hard coded
504232,UNBO-2887,HIVE - GTM Update 
504124,UNBO-2886,Create initial Azure framework 
504116,UNBO-2885,Playbook: Update NewsFeed documentation to reflect latest changes
504046,UNBO-2884,"Translations - Investigate whats best in class (Sanity AI assist, context surrounding)"
504030,UNBO-2883,WIOP QA issues
504017,UNBO-2882,Timeline Banner/Tower Promo reference assetImage as a field type rather than as a reference-to type
504003,UNBO-2881,Review for automation - brands failure
504001,UNBO-2880,Get a list of brands that have no Logos in sanity
503991,UNBO-2879,The Best Bets field is being queried when using the main search. Should it?
503774,UNBO-2878,Remove uol-qa-testautomation.netlify.app from framework
503757,UNBO-2877,Test the cache data for WIOP
503756,UNBO-2876,Add the WIOP brand page ping test on the build
503754,UNBO-2875,Create new domains for the QA sites
503733,UNBO-2874,wiop .com to hide breadcrumbs
503716,UNBO-2873,AWS migration - Campaign form (IR/ICNOW)
503715,UNBO-2872,AWS migration - Email sign up service (News sign up)
503714,UNBO-2871,AWS migration - Sanity CMS backup
503713,UNBO-2870,AWS Migration
503711,UNBO-2869,Draft clean up task 
503508,UNBO-2868,Slugs not updating properly on the accessibility hub
503448,UNBO-2867,Move Netlify plugin ping test to allow all packages use it
503428,UNBO-2866,Remove storybook.yml as its obsolete
503325,UNBO-2865,cms wiop and standards promoList:object undefined:reference
503275,UNBO-2864,Review for automation - wiop qa failures
503160,UNBO-2863,Add NR tests for WIOP Brands page
502974,UNBO-2862,Review for automation - WIOP QA smoke test
502973,UNBO-2861,Form fields validation highlighting
502972,UNBO-2860,Review AWS policy for billing in production as it needs upgrading. 
502963,UNBO-2859,"wiop IE does not store the OT cookie, so the banner keeps appearing."
502962,UNBO-2858,wiop - some publications are 404 on brands page and missing fragrance search in allergies
502961,UNBO-2857,Minimal footer cuts the high five off
502924,UNBO-2856,News Article Header missing
502902,UNBO-2855,Check the cleanup in WIOP to ensure it handles issues with the WIOP feed
502860,UNBO-2854,"When using Hide env vars Playbook is still showing ""Connect with us"""
502854,UNBO-2853,The news section on staging is now throwing 301's
502832,UNBO-2852,WIOP about allergies is missing the fragrance search component 
502831,UNBO-2851,Additional analytics for 'enter' button
502689,UNBO-2850,Look at QA WIOP sites that need some TLC
502665,UNBO-2849,Add New Relic for WIOP pre prod sites
502662,UNBO-2848,Adjust alignment of country listing on location selector
502661,UNBO-2847,Evaluate GitHub CodeQL and SonarQube
502657,UNBO-2846,wiop - OT cookie settings button is blocking the browser Theme button
502638,UNBO-2845,Re implement WIOP schedule
502635,UNBO-2844,BAU
502604,UNBO-2843,Sprint 40 automation tasks
502519,UNBO-2842,wiop Switzerland - brands total count is changing once interacting with pagination
502515,UNBO-2841,wiop Greece - ingredients-glossary is repeating letters in glossary
502513,UNBO-2839,wiop - your-ingredient-questions-answered pages returning 404 error
502511,UNBO-2838,"wiop - brands missing images, suggest using default Unilever image"
502506,UNBO-2837,wiop - brands pages returning 404 error
502502,UNBO-2836,Adding brand page to main menu results in Untitled & Invisible link
502472,UNBO-2835,Review for automation - Update JSON for WIOP sites
502471,UNBO-2834,Review for automation - Update Json for Bangladesh
502378,UNBO-2833,Create a new wiop.unilever.com site
502322,UNBO-2832,Look at hoisting Cookie Management component to shared. 
502321,UNBO-2831,Reported timeouts in Sanity
502285,UNBO-2830,Brand products showing 404 
502278,UNBO-2829,Wiop sub sites have no brand listing pages
502256,UNBO-2828,Stage - Estonia showing the live URLs
502255,UNBO-2827,There is no cookie blocker infrastructure in WIOP
502254,UNBO-2826,Enable the standards referenced to be search in a list and filter on the accessibility hub
502253,UNBO-2825,Stage - Brands page 500 error
502252,UNBO-2824,Stage - Glossary has no data
502224,UNBO-2823,Streamline content workflow
502125,UNBO-2822,In the new unilever-online brand listing some of the logos are different
502084,UNBO-2821,Dark mode: logo icons not displayed correctly
502075,UNBO-2820,Review for automation - Update Prod non-functional sites
501968,UNBO-2819,Transfer or New DNS
501931,UNBO-2818,Review for automation - ingredients glossary
501930,UNBO-2817,Review for automation - Brands
501907,UNBO-2816,Review for automation - qa failures
501877,UNBO-2815,regenerate is missing in en-gb for WIOP
501851,UNBO-2814,Find a solution to redirect wiop contact us page U.com/contact/
501849,UNBO-2813,WIOP Search for fragrance allergens incorrect conditional 
501638,UNBO-2812,Amend queries to bring back raw Documents and perform subqueries in processor layer
501587,UNBO-2811,Review for automation - Accordion 
501414,UNBO-2810,Review for automation - header theme
501173,UNBO-2809,Page Hydration
501116,UNBO-2808,News landing page - Change image ratio from 1:1 to 16:9
501114,UNBO-2807,Review template tests for possible removal
501084,UNBO-2806,News feed - add fields to manage tags and date on/off 
501060,UNBO-2805,Add CI triggers for /shared code changes
501055,UNBO-2804,Review for automation WIOP -  Card
500908,UNBO-2803,Update theme for WIOP header theme 
500883,UNBO-2802,WIOP Search products fails in CI
500852,UNBO-2801,Accessibility Hub and .com sitemap broken
500851,UNBO-2800,Date range search filters excluding articles and PRs dated 31st
500749,UNBO-2799,Review distilled sites results - 2023-08-01
500736,UNBO-2798,Add translatable new labels
500713,UNBO-2797,Map fragrance note to FE from WIOP cache service
500634,UNBO-2796,Add a WIOP browser theme test
500486,UNBO-2795,Updated QA smoke tests to matched prod content changes
500485,UNBO-2794,Sprint 39 automation tasks
500445,UNBO-2793,Update int search tests after filter number count change
500432,UNBO-2792,Contact enhancements - Error Handling iOS
500431,UNBO-2791,Issue creating a new hierarchy link under menu navigation
500430,UNBO-2790,Add new label translations
500427,UNBO-2789,Contact enhancements - Error Handling
500424,UNBO-2788,update Vite plugin SSR to new naming conventions 
500420,UNBO-2787,Footer Accreditation logo
500403,UNBO-2786,News feed driven by tag or topic - showing draft articles
500250,UNBO-2785,Revisit skipped footnotes tests
500239,UNBO-2784,Use CI branches-ignore to block tests running on release to Main
500222,UNBO-2783,Media strip image hot-spot is being ignored
499953,UNBO-2782,Remove the total numbering from the filters in the search and all list and filters across the platform
499929,UNBO-2781,AWS vulnerability - External web identity with high privileges
499928,UNBO-2780,AWS vulnerability - Service account with excessive admin permissions is assigned to a resource
499866,UNBO-2779,Charts - data table in dark mode
499865,UNBO-2778,Remove Download XLS option on the charts
499850,UNBO-2777,Review distilled sites results - 2023-07-26
499839,UNBO-2776,Ensure that theme element loads with them setting upon page load
499823,UNBO-2775,Update Chart data
499814,UNBO-2774,Ice cream submissions - Receiving thousands of subscriptions
499738,UNBO-2773,Add CI reusbale job for cache_clean
499604,UNBO-2772,Add in automated triggering of the WIOP cache
499577,UNBO-2771,Create custom comand for validating css on either light or dark mode
499104,UNBO-2770,Fix goal dashboard tests after changing the cms page
498824,UNBO-2769,Add localisation tests for Theme and Tooltip
498823,UNBO-2768,SVGs not respecting theme change
498822,UNBO-2767,Styling issues observed in Contact us Page | Staging 
498742,UNBO-2766,Update footnote playbook page
498671,UNBO-2765,Review distilled sites results - 2023-07-22
498628,UNBO-2764,Review distilled sites results - 2023-07-21
498623,UNBO-2763,Review distilled sites results - 2023-07-21
498622,UNBO-2762,"Removing the ""Listicle"" component option from the Section component"
498620,UNBO-2761,Review distilled sites results - 2023-07-21
498560,UNBO-2760,Add in the design for th ebrand listing page
498558,UNBO-2759,Create the Routing for the brand listing page
498554,UNBO-2758,Add in the design for brand page
498553,UNBO-2757,Create routing for the brand page
498551,UNBO-2756,Create the design for the product page
498550,UNBO-2755,Add in Product Page Routing
498540,UNBO-2754,Create WIOP.unilever.com publication 
498473,UNBO-2753,Create the Percy build and cypress code for darkmode
498463,UNBO-2752,Re activate QA WIOP sites
498448,UNBO-2751,Review distilled sites results - 2023-07-20
498444,UNBO-2750,Review for Automation - Page Type - Front Page
498443,UNBO-2749,Review for Automation - Page Type - sitemap
498442,UNBO-2748,Review for Automation - Page Type - Change Location page
498441,UNBO-2747,Review for Automation - Page Type - Landing Page
498440,UNBO-2746,Review for Automation - Page Type - Page
498436,UNBO-2745,Review distilled sites results - 2023-07-20
498434,UNBO-2744,Review distilled sites results - 2023-07-20
498433,UNBO-2743,Review distilled sites results - 2023-07-20
498420,UNBO-2742,Migrate WIOP visual tests to use /sitemap.xml
498145,UNBO-2741,Encountering issue while changing theme from Dark to Light mode when window size is maximized
498133,UNBO-2739,Create WIOP QA dataset publications for Automation and Manual
497958,UNBO-2738,Config wiop tests to POST results to New Relic
497955,UNBO-2737,Add WIOP header tests and expand ci workflow
497954,UNBO-2736,WIOP menu items are not highlighted when selected
497850,UNBO-2735,Create reusable Results component for corporate and WIOP
497839,UNBO-2734,Add web-wiop workflow
497718,UNBO-2733,Raise KANA ticket to change the accessibility hub email account ownership
497716,UNBO-2732,Add onetrustb on https://notices.unilever.com/
497714,UNBO-2731,Add Onetrust to https://notices.unilever.com
497555,UNBO-2730,WIOP cache service: Sorting and ID generation
497471,UNBO-2729,Common fixtures (i.e.  sanity-links.json) for Corporate and WIOP
497382,UNBO-2728,Page type - Brand listing
497341,UNBO-2727,Review for automation - Add toggle to manually switch dark/light theme
497339,UNBO-2726,Review for automation - Core Component - Tooltip
497196,UNBO-2725,Why do we only run 2 Slack steps on the non-functional workflow as opposed to 3
497178,UNBO-2724,Remove the numbers in brackets from all search filters
497170,UNBO-2723,Fix visual test of specific site when URL is www
497163,UNBO-2722,Redesign the json and auth code to handle authentication in domains test data json 
497144,UNBO-2721,Sprint 38 automation tasks
496996,UNBO-2720,Review file - unilever-online/packages/web/corporate/cypress/lib/queryPercy.ts
496911,UNBO-2719,Thailand Onetrust Central banner update
496871,UNBO-2718,Add in a dead letter queue to manage failed builds
496862,UNBO-2717,Update QA smoke test Korea as Latest News is removed
496861,UNBO-2716,Review for automation - Component - Content Header
496860,UNBO-2715,Review for automation - Layout - Footer
496859,UNBO-2714,Review for automation - Layout - Header
496857,UNBO-2713,Move common files in /web/corporate/cypress/lib to /cypress/lib
496776,UNBO-2712,CI - Move common worlfow steps to reusable workflows for chaining
496735,UNBO-2711,Contact us style update
496734,UNBO-2710,Update Debt Investor highchart
496724,UNBO-2709,Create test plan for publishing workflow
496630,UNBO-2708,Additional sites to be added to WIOP ping tests
496365,UNBO-2707,Redesign test keyboard-navigation/uco-l-take-action-initiative.int.test.cy.ts as its stalling the CI build
496364,UNBO-2706,Set WIOP Finland to Tier3 in test data json
496288,UNBO-2705,Distilled Sites tests shows 4 publications as non existing now
496150,UNBO-2704,Review distilled sites results - 2023-07-10
496149,UNBO-2703,Review distilled sites results - 2023-07-10
496139,UNBO-2702,UK Contact us form - Change to accessibility feedback form
496110,UNBO-2701,Review distilled sites results - 2023-07-10
496063,UNBO-2700,Review distilled sites results - 2023-07-10
495941,UNBO-2699,Review distilled sites results - 2023-07-10
495913,UNBO-2698,Review distilled sites results - 2023-07-10
495912,UNBO-2697,Review distilled sites results - 2023-07-10
495821,UNBO-2696,Review distilled sites results - 2023-07-09
495820,UNBO-2695,Review distilled sites results - 2023-07-09
495819,UNBO-2694,Review distilled sites results - 2023-07-09
495818,UNBO-2693,Review distilled sites results - 2023-07-09
495817,UNBO-2692,Review distilled sites results - 2023-07-09
495816,UNBO-2691,Review distilled sites results - 2023-07-09
495815,UNBO-2690,Review distilled sites results - 2023-07-09
495814,UNBO-2689,Review distilled sites results - 2023-07-09
495813,UNBO-2688,Review distilled sites results - 2023-07-09
495812,UNBO-2687,Review distilled sites results - 2023-07-09
495811,UNBO-2686,Review distilled sites results - 2023-07-09
495810,UNBO-2685,Review distilled sites results - 2023-07-09
495798,UNBO-2683,Review distilled sites results - 2023-07-09
495797,UNBO-2682,Review distilled sites results - 2023-07-09
495794,UNBO-2680,Review distilled sites results - 2023-07-09
495791,UNBO-2679,Fix GH workflow distiled sites path
495775,UNBO-2678,Review distilled sites results - 2023-07-08
495774,UNBO-2677,Review distilled sites results - 2023-07-08
495773,UNBO-2676,Review distilled sites results - 
495772,UNBO-2675,Review distilled sites results - $(date +%Y-%m-%d)
495771,UNBO-2674,Review distilled sites results - 
495770,UNBO-2673,Review distilled sites results - 
495751,UNBO-2672,Review distilled sites results - 
495750,UNBO-2671,Review distilled sites results - 
495749,UNBO-2670,Review distilled sites results - 
495732,UNBO-2669,Add in cleanup
495729,UNBO-2668,Add GH Actions step to create Jira ticket
495728,UNBO-2667,Add Brand image into the service so it's provided to the site in a single call
495505,UNBO-2666,Change file name of domains-corporate.json as now includes wiop json
495438,UNBO-2665,Investigate Axe checks not running on full site checks
495400,UNBO-2664,Search filters in dark mode (small screen)
495347,UNBO-2663,SEAC site – search too broad/fuzzy
495308,UNBO-2662,Korean word breaks over a line when it shoudn't
495298,UNBO-2661,Create a WIOP CI yml file
495297,UNBO-2660,Migrate WIOP visual-comparison-wiop.spec.ts tests into online repo
495296,UNBO-2659,Build in wiop json to online repo and encryption
495203,UNBO-2658,Submit Button click is not firing any events
495163,UNBO-2657,When linking from /location-selector/ some production URL's are including the GA ID's
495146,UNBO-2656,Korean characters are not bolded. 
495136,UNBO-2655,"Accessibility issue while running AXE Dev Tool on ""Component - Autocomplete Product Search"""
494963,UNBO-2654,GA Access to the accessibility Hub
494958,UNBO-2653,In the location selector countries are not being listed in alphabetical order
494926,UNBO-2652,Alphabets are not getting highlighted in the core-components-uolglossary Story book
494880,UNBO-2651,Upgrade Cyress version and remove .ncurc.cjs version upgrade blocker
494860,UNBO-2650,Provide Dave Oliver access to Sanity
494838,UNBO-2649,Review for automation - update helpers in sanity
494820,UNBO-2648,Add WIOP sites ping tests via New Relic
494779,UNBO-2647,Update workflow for non-functional-tests
494772,UNBO-2646,Review contact us form update process
494769,UNBO-2645,Create monitor for contact us pages
494627,UNBO-2644,Review for automation - Add smoke test for oleo chemical header
494443,UNBO-2643,Create an automated dependency updater
494442,UNBO-2642,Look into why vue 3.3 hangs the build
494435,UNBO-2641,Document the publish workflow in confluence 
494390,UNBO-2640,Core Component - Tooltip
494239,UNBO-2639,Review for automation - update footer link
494044,UNBO-2638,"Not able to see ""Skip to ingredientFunction.backToNav"" in core components uolglossary page of storybook"
494027,UNBO-2637,The Storybook logo is missing 
493990,UNBO-2636,Review for automation - Swimlane mobile change
493790,UNBO-2635,Re-implement (Next/Prev button functionality)
493765,UNBO-2634,Language filtering
493648,UNBO-2633,Review. for automation - Search function: case sensitive and spelling sensitive
493276,UNBO-2632,Sprint 37 automation tasks
493145,UNBO-2631,No Focus State on the Unilever logo in Darkmode
493054,UNBO-2629,6.31 – All pages must contain an Accessibility Link (restrict checkpoint)
492946,UNBO-2628,Add a POC integration for AXE into the sanity studio
492943,UNBO-2627,Create designs for the dark mode toggle in header
492921,UNBO-2626,redirect for storybook
492901,UNBO-2625,"Review for Automation - News feed - driven by a Business Group, Topic or Tag."
492785,UNBO-2624,Brand Lead field is not mandatory but is required by site
492767,UNBO-2623,Create contact us update script
492565,UNBO-2622,Sanity failures in qa
492538,UNBO-2621,SVGs need to be white for dark mode
492524,UNBO-2620,"Goal Dashboard decorative SVGs missing Role=""presentation"""
492497,UNBO-2619,Create english version of korea site
492353,UNBO-2618,Migrate Sanity backup to unilever-online
492273,UNBO-2617,Migrate News and press alert email feed tests into 'unilever-online' repo
492236,UNBO-2616,The Scrollbar on the workspace dropdown doesn't work if you try and click it
492234,UNBO-2615,Video Transcripts are not output in Feature Title Banner
492203,UNBO-2614,Update OpenSearch
492115,UNBO-2613,Sprint 36 automation tasks
492011,UNBO-2612,Can't access some pages on staging 
491994,UNBO-2611,WIOP cache service
491993,UNBO-2610,WIOP content API migration 
491976,UNBO-2609,Add honeypot field toggle env var
491927,UNBO-2608,Timeline item missing main title
491626,UNBO-2607,WIOP Search Framework
491621,UNBO-2606,Review for automation - sign language
491619,UNBO-2605,Review for automation - Hub - Enable standard ID to show in search as best bet
491480,UNBO-2604,Housekeeping: NewsFeed bgStyle
491251,UNBO-2603,Add in sign language icon 
491244,UNBO-2602,Migrate WIOP Resource Labels
491238,UNBO-2601,Migrate WIOP services
491237,UNBO-2600,Component - CTA Block List
491235,UNBO-2599,Add analytics for GA4 and Adobe 
491234,UNBO-2598,Page type - sitemap 
491232,UNBO-2597,Page type - Brand allergen page
491229,UNBO-2596,Component - Allergen Search 
491228,UNBO-2595,Component - Hero Banner 
491226,UNBO-2594,Component -  Tooltip (TBD)
491218,UNBO-2593,Component - Glossary (Core Component)
491216,UNBO-2592,Component -  Autocomplete Product Search 
491209,UNBO-2591,Component - Content Header
491208,UNBO-2590,Layout - Footer
491207,UNBO-2589,Layout - Header
491206,UNBO-2588,Layout - delete
491202,UNBO-2587,Page type - product listing
491201,UNBO-2586,Page type - Change Location page
491200,UNBO-2585,Page type - Ingredients page
491199,UNBO-2584,Page type - Brand page
491198,UNBO-2583,Page type - Product page 
491197,UNBO-2582,Page Type - Page
491196,UNBO-2581,Page Type - Landing Page
491195,UNBO-2580,Page Type - Front Page 
491194,UNBO-2579,Page Types
491191,UNBO-2578,Create new WIOP application 
491189,UNBO-2577,update the dependencies of the moro repo
491180,UNBO-2576,Playbook - How to create a form
491175,UNBO-2575,Hub - differentiate between Standards and Articles
491165,UNBO-2574,WIOP migration
490890,UNBO-2573,WIOP frontend analysis 
490873,UNBO-2572,Update json for location selector 
490872,UNBO-2571,Review for automation - Location selector page redesign for additional sites
490735,UNBO-2570,CMS Access -  juliane.pessoa and metehan.kuzu
490699,UNBO-2569,Update Cypress to v12.14.0 and all automation packages
490694,UNBO-2568,Expand NR cookie test for Survey counter cookie
490693,UNBO-2567,B & C Survey is no longer popping up on U.com 
490570,UNBO-2566,CMS WIOP (Prod) is missing the Deploy menu option
490542,UNBO-2565,"Retest all UNBO bugs in state ""Sprint Backlog"""
490540,UNBO-2564,Update One-trust for notice only sites
490453,UNBO-2563,CMS Standards V3 should include the Web Preview pane
490417,UNBO-2562,"DQM – 0.4: Pages missing secure link to ""contact us""."
490195,UNBO-2561,Update onetrust with Percy
490191,UNBO-2560,Clean up Vendors URL
490189,UNBO-2559,Allow QA sites to point to OneTrust Preview
490169,UNBO-2558,Review for automation
490070,UNBO-2557,Stat component
490057,UNBO-2556,Initiative pages don't have any metadata description section
489999,UNBO-2555,"Unset all country sites T1, T2 and T3 to NR ping every 5 minutes - revert to original timings"
489985,UNBO-2554,"Set all country sites T1, T2 and T3 to NR ping every 5 minutes"
489982,UNBO-2553,Review for automation - Location selector page redesign for additional sites
489841,UNBO-2552,URL format issues 
489803,UNBO-2551,review search url change
489778,UNBO-2550,"Update the contact us form location, subject dropdowns and select a brand to properly form the HTML "
489725,UNBO-2549,Update JSON with location selector
489603,UNBO-2548,Adding link to body text
489600,UNBO-2547,'Exclude from external indexing' is excluding from internal search too
489587,UNBO-2546,Update unilever.com and the EWA contact us site with recent changes
489581,UNBO-2545,Subsites search are navigated to main site search
489278,UNBO-2544,Search toggle has the issue in deloy for qa websites
489267,UNBO-2543,Review location selector in QA smoke test
488964,UNBO-2542,On Android its allowing to upload non- PDF files
488949,UNBO-2541,Add the ability to create a field dropdown in a form
488948,UNBO-2540,Review failures in QA smoke test
488934,UNBO-2539,Sprint 46 automation tasks
488869,UNBO-2538,"Using browser auto complete on any form can add info to any honeypot field, which triggers bot detection"
488803,UNBO-2537,Add Kenya to the location field drop down in the EWA contact us form
488802,UNBO-2536,Create design system document
